Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
jitwatch,org.adoptopenjdk.jitwatch.test,TestParseUtil,testGetClassTypesPrimitive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
jitwatch,org.adoptopenjdk.jitwatch.test,TestParseUtil,testGetClassTypesClass,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
jitwatch,org.adoptopenjdk.jitwatch.test,TestParseUtil,testGetClassTypesPrimitiveArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
jitwatch,org.adoptopenjdk.jitwatch.test,TestParseUtil,testGetClassTypesClassArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
jitwatch,org.adoptopenjdk.jitwatch.test,TestParseUtil,testMemberSignaturePartsNativeSignature,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
jitwatch,org.adoptopenjdk.jitwatch.test,TestReport,testEliminatedAllocOnInlinedMethod,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
jitwatch,org.adoptopenjdk.jitwatch.test,TestReport,testElidedLocks,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
jitwatch,org.adoptopenjdk.jitwatch.test,TestResourceLoader,testSourceLoader,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
jitwatch,org.adoptopenjdk.jitwatch.test,TestStringUtil,testFormatTimestamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
jitwatch,org.adoptopenjdk.jitwatch.test,TestStringUtil,testGetLineAttributes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
jitwatch,org.adoptopenjdk.jitwatch.test,TestStringUtil,testGetAttributesRegression,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testSingleLine,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testSingleTag2Lines,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testNestedTags,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testNestedTags,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testTask,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testTask,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testGetChildren,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testGetChildren,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testTextNodes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testTextNodes,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testTextNodesWithClosingTagOnSameLine,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testTextNodesWithClosingTagOnSameLine,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testRegressionFragmentTag,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
jitwatch,org.adoptopenjdk.jitwatch.test,TestTagProcessor,testRegressionFragmentTagNotBroken,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
jitwatch,org.adoptopenjdk.jitwatch.test,TestVmVersionDetector,testVMDetectionHotSpot,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
jitwatch,org.adoptopenjdk.jitwatch.test,TestZingParser,testParseLineQueued,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
jitwatch,org.adoptopenjdk.jitwatch.test,TestZingParser,testParseLineInstalledWithStashedCompile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
jitwatch,org.adoptopenjdk.jitwatch.test,TestZingParser,testParseLineInstalledWithoutStashedCompile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
jitwatch,org.adoptopenjdk.jitwatch.test,TestZingParser,testParseLineQueuedWithException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
jitwatch,org.adoptopenjdk.jitwatch.test,TestZingParser,testParseLineQueuedWithMultipleFlags,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
jitwatch,org.adoptopenjdk.jitwatch.test,TestZingParser,testLineContainingBCI,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
jitwatch,org.adoptopenjdk.jitwatch.test,TestZingParser,testTiming,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
jitwatch,org.adoptopenjdk.jitwatch.test,TestZingParser,testActualLogLines,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
